codigo_ocupacion,nombre_ocupacion
"4141","Empleado, biblioteca/clasificación"
"4141","Empleado, biblioteca/índice"
"4141","Empleado, biblioteca/préstamo de libros"
"4122","Empleado, bolsa"
"4121","Empleado, caja"
"4121","Empleado, cálculo de costos"
"4132","Empleado, cálculo de materiales"
"4121","Empleado, cálculo de presupuestos"
"4121","Empleado, cálculo de salarios"
"4143","Empleado, codificación"
"4143","Empleado, codificación de datos/estadísticas"
"4143","Empleado, codificación/tratamiento de datos"
"4190","Empleado, compilación/listas de direcciones"
"4190","Empleado, compilación/listas de direcciones (publicidad por"
"4222","Empleado, concertación de entrevistas"
"4121","Empleado, contabilidad"
"4121","Empleado, contabilidad/cálculo de costos"
"4121","Empleado, contabilidad/cálculo de intereses"
"4121","Empleado, contabilidad/cuentas corrientes"
"4121","Empleado, contabilidad/descuentos"
"4121","Empleado, contabilidad/estimaciones"
"4131","Empleado, contabilidad/existencias"
"4121","Empleado, contabilidad/verificación"
"4131","Empleado, control de peso"
"4143","Empleado, corrección de pruebas/imprenta"
"4122","Empleado, créditos"
"4131","Empleado, depósito"
"4131","Empleado, despacho"
"4133","Empleado, despacho/autobuses"
"4133","Empleado, despacho/barcos"
"4133","Empleado, despacho/camiones"
"4133","Empleado, despacho/ferrocarril"
"4133","Empleado, despacho/gasoducto"
"4133","Empleado, despacho/muelles"
"4133","Empleado, despacho/oleoducto"
"4133","Empleado, despacho/transporte aéreo"
"4133","Empleado, despacho/transporte de carga"
"4133","Empleado, despacho/transporte fluvial y transbordador"
"4133","Empleado, despacho/transporte marítimo"
"4133","Empleado, despacho/transporte por carretera (excepto autobuses)"
"4142","Empleado, distribución/correspondencia"
"9141","Empleado, edificio/apartamentos (limpieza)"
"4143","Empleado, elaboración de listas"
"4131","Empleado, embarque/mercadería"
"4211","Empleado, emisión de billetes/excepto de viaje"
"4221","Empleado, emisión de billetes/viajes"
"4143","Empleado, escrituras"
"4122","Empleado, estadística"
"4131","Empleado, existencias"
"4131","Empleado, existencias/control"
"4131","Empleado, existencias/control (registros)"
"4131","Empleado, existencias/inventario"
"4131","Empleado, expedición/mercadería"
"4121","Empleado, facturas"
"4133","Empleado, ferrocarril/depósito"
"4122","Empleado, finanzas"
"4141","Empleado, fotocopiadora"
"4131","Empleado, guardamuebles"
"4131","Empleado, herramientas/almacén"
"4122","Empleado, hipotecas"
"5111","Empleado, información/pasajeros (aeropuertos)"
"4222","Empleado, informes"
"4122","Empleado, inversiones"
"4143","Empleado, máquina clasificadora/documentos"
"4143","Empleado, máquina franqueadora"
"4190","Empleado, máquina impresora/direcciones"
"4190","Empleado, marcador de tiempo"
"4131","Empleado, mercaderías"
"4131","Empleado, movimiento/mercaderías"
"4133","Empleado, movimiento/trenes"
"4122","Empleado, oficina de impuestos/sellos y timbres"
"4212","Empleado, operaciones de cambio"
"4133","Empleado, operaciones/transporte aéreo"
"4121","Empleado, pago de nóminas"
"4121","Empleado, pago de salarios"
"4132","Empleado, planificación de la producción"
"4132","Empleado, planificación de la producción/coordinación"
"4132","Empleado, planificación de la producción/programa"
"4132","Empleado, planificación/materiales"
"5143","Empleado, pompas fúnebres"
"4132","Empleado, programa de abastecimiento/materiales"
"4131","Empleado, recepción/mercadería"
"4122","Empleado, registro de títulos y acciones"
"4190","Empleado, registro/direcciones"
"4190","Empleado, registro/guías y repertorios"
"4190","Empleado, registro/personal"
"4141","Empleado, reproducción de documentos/oficinas"
"3432","Empleado, seguros"
"3432","Empleado, seguros/modificaciones de cobertura"
"3432","Empleado, seguros/pago de siniestros"
"3432","Empleado, seguros/pólizas"
"4131","Empleado, servicio de almacenaje"
"4121","Empleado, servicio del personal"
"4122","Empleado, servicios financieros"
"3432","Empleado, servicios jurídicos"
"4121","Empleado, subastas"
"4131","Empleado, suministros"
"4121","Empleado, teneduría de libros"
"4122","Empleado, transacciones"
"4133","Empleado, transporte"
"4133","Empleado, transporte aéreo/expedición"
"4133","Empleado, transporte aéreo/movimiento"
"4133","Empleado, transporte marítimo/estación terminal"
"4133","Empleado, transporte marítimo/muelle"
"4133","Empleado, transporte por carretera/depósito"
"4133","Empleado, transporte por carretera/tráfico"
"4122","Empleado, valores"
"4212","Empleado, ventanilla de banco"
"4212","Empleado, ventanilla de correos"
"4221","Empleado, viajes"
"4221","Empleado, viajes/ferrocarriles"
"4221","Empleado, viajes/líneas aéreas"
"2455","Empresario, cine"
"3429","Empresario, música"
"5143","Empresario, pompas fúnebres"
"3429","Empresario, teatro"
"7141","Encalador"
"3474","Encantador, serpientes"
"2310","Encargado de curso, enseñanza superior"
"2310","Encargado de curso, universidad"
"1120","Encargado de negocios, embajada"
"4133","Encargado, administrativo/ferrocarril (depósito)"
"4133","Encargado, administrativo/muelle"
"4133","Encargado, administrativo/transbordador"
"4133","Encargado, administrativo/transporte por carretera (depósito)"
"4133","Encargado, administrativo/transporte por carretera (tráfico)"
"5220","Encargado, comercio/sala de exposición"
"9141","Encargado, inmueble"
"9152","Encargado, local de aseo"
"5141","Encargado, vestuario y pelucas/teatro"
"9213","Encebador, caza con trampa"
"7123","Encofrador, cemento"
"7123","Encofrador, hormigón"
"7345","Encolador, encuadernación"
"7345","Encuadernador"
"2212","Endocrinólogo"
"3231","Enfermera jefe, nivel medio"
"2230","Enfermera, jefe/hospital"
"3231","Enfermera, nivel medio"
"3231","Enfermera, nivel medio/anestesia"
"3231","Enfermera, nivel medio/clínica"
"3231","Enfermera, nivel medio/escuela"
"3231","Enfermera, nivel medio/maternidad"
"3231","Enfermera, nivel medio/obstetricia"
"3231","Enfermera, nivel medio/ortopedia"
"3231","Enfermera, nivel medio/pediatría"
"3231","Enfermera, nivel medio/psiquiatría"
"3231","Enfermera, nivel medio/visitas a domicilio"
"2230","Enfermera, nivel superior"
"2230","Enfermera, nivel superior/asistencia a domicilio"
"2230","Enfermera, nivel superior/clínica"
"2230","Enfermera, nivel superior/consultorio"
"2230","Enfermera, nivel superior/empresa industrial"
"2230","Enfermera, nivel superior/especializada"
"2230","Enfermera, nivel superior/establecimiento de enseñanza"
"2230","Enfermera, nivel superior/higiene del trabajo"
"2230","Enfermera, nivel superior/hospital"
"2230","Enfermera, nivel superior/maternidad"
"2230","Enfermera, nivel superior/obstetricia"
"2230","Enfermera, nivel superior/ortopedia"
"2230","Enfermera, nivel superior/psiquiatría"
"2230","Enfermera, nivel superior/puericultura"
"2230","Enfermera, nivel superior/salud pública"
"2230","Enfermera, nivel superior/servicio de salud e higiene en el"
"2230","Enfermera, nivel superior/supervisión"
"3231","Enfermero jefe, nivel medio"
"5132","Enfermero, ambulancia"
"2230","Enfermero, jefe/hospital"
"3231","Enfermero, nivel medio"
"3231","Enfermero, nivel medio/anestesia"
"3231","Enfermero, nivel medio/clínica"
"3231","Enfermero, nivel medio/empresa"
"3231","Enfermero, nivel medio/escuela"
"3231","Enfermero, nivel medio/obstetricia"
"3231","Enfermero, nivel medio/ortopedia"
"3231","Enfermero, nivel medio/pediatría"
"3231","Enfermero, nivel medio/psiquiatría"
"2230","Enfermero, nivel superior"
"2230","Enfermero, nivel superior/asistencia a domicilio"
"2230","Enfermero, nivel superior/clínica"
"2230","Enfermero, nivel superior/consultor"
"2230","Enfermero, nivel superior/empresa industrial"
"2230","Enfermero, nivel superior/especializado"
"2230","Enfermero, nivel superior/establecimiento de enseñanza"
"2230","Enfermero, nivel superior/higiene del trabajo"
"2230","Enfermero, nivel superior/hospital"
"2230","Enfermero, nivel superior/ortopedia"
"2230","Enfermero, nivel superior/psiquiatría"
"2230","Enfermero, nivel superior/salud pública"
"2230","Enfermero, nivel superior/servicio de salud e higiene en el"
"2230","Enfermero, nivel superior/supervisión"
"7123","Enfoscador"
"8212","Enfoscador, hormigón"
"7416","Enfriador, tabaco"
"7111","Enganchador de vagonetas, minas"
"8312","Enganchador, estación de clasificación"
"8333","Enganchador, jaula de extracción/minas"
"7313","Engarzador"
"7313","Engastador"
"7313","Engastador, piedras preciosas"
"7233","Engrasador"
"7233","Engrasador, barcos"
"7122","Enladrillador"
"8262","Enlazador de cartones Jacquard"
"7133","Enlistonador"
"7132","Enlosador"
"7129","Enlucidor, suelos plásticos"
"7133","Enlucidor, yeso"
"9322","Ensacador, a mano"
"7129","Ensamblador, elementos prefabricados/edificación"
"8283","Ensamblador, equipos electrónicos"
"7423","Ensamblador, espigadora/labra (madera)"
"2451","Ensayista"
"7129","Entarugador, pavimentos"
"7111","Entibador, minas/galerías o canteras"
"2211","Entomólogo"
"7312","Entonador, órganos"
"3475","Entrenador, artes marciales"
"3475","Entrenador, atletismo"
"3475","Entrenador, boxeo"
"6129","Entrenador, caballos de carrera"
"3475","Entrenador, deportivo"
"3475","Entrenador, educación física"
"3475","Entrenador, golf"
"3475","Entrenador, hockey"
"3475","Entrenador, juegos"
"3475","Entrenador, lucha"
"3475","Entrenador, yoga"
"2412","Entrevistador, colocación"
"9322","Envasador, a mano"
"2212","Epidemiólogo"
"3474","Equilibrista"
"3226","Ergoterapeuta"
"6141","Escalador-podador, árboles"
"5123","Escanciador"
"3471","Escaparatista decorador"
"7412","Escarchador, fruta"
"7133","Escayolista"
"7424","Escobero"
"7431","Escogedor, fibras textiles"
"8112","Escogedor, minerales"
"7113","Escogedor, piedras"
"7441","Escogedor, pieles"
"7434","Escogedor-combinador, pieles"
"5149","Escolta, actividades recreativas"
"7222","Escopetero"
"2429","Escribano forense"
"4144","Escribiente público"
"2451","Escritor"
"2451","Escritor, libretos"
"2451","Escritor, novelas"
"2451","Escritor, poesía"
"2451","Escritor, teatro"
"6141","Escuadrador, troncos"
"2452","Escultor"
"7324","Esmaltador, artículos de metal"
"7324","Esmaltador, cerámica"
"7324","Esmaltador, cerámica/inmersión"
"7313","Esmaltador, joyería"
"7321","Esmaltador, porcelana/inmersión"
"7324","Esmaltador, vidrio"
"7322","Esmerilador, lentes"
"7323","Esmerilador, vidrio decorativo/chorro de arena"
"7431","Espadador"
"2432","Especialista, biblioteconomía"
"2443","Especialista, ciencias políticas"
"2412","Especialista, cuestiones de personal"
"2351","Especialista, enseñanza/métodos audiovisuales"
"2351","Especialista, enseñanza/métodos didácticos"
"2444","Especialista, fonética"
"2412","Especialista, formación del personal"
"2419","Especialista, información pública"
"2351","Especialista, material didáctico auxiliar"
"2351","Especialista, métodos pedagógicos"
"3151","Especialista, prevención de incendios"
"2351","Especialista, programas de estudios"
"2412","Especialista, relaciones profesionales"
"2419","Especialista, relaciones públicas"
"5161","Especialista, salvamento/incendios"
"2412","Especialista, seguridad en el trabajo"
"2444","Especialista, semántica"
"5141","Especialista, tratamientos de belleza"
"6121","Esquilador"
"9211","Establero, caballos reproductores"
"2122","Estadístico"
"2122","Estadístico, agricultura"
"2122","Estadístico, bioestadística"
"2122","Estadístico, biometría"
"2122","Estadístico, ciencias físicas"
"2122","Estadístico, demografía"
"2122","Estadístico, economía"
"2122","Estadístico, educación"
"2122","Estadístico, encuestas"
"2122","Estadístico, encuestas por sondeo"
"2122","Estadístico, estadística aplicada"
"2122","Estadístico, finanzas"
"2122","Estadístico, investigación"
"2122","Estadístico, matemático"
"2122","Estadístico, salud"
"7346","Estampador, heráldica"
"7346","Estampador, textiles"
"7324","Estampador-decorador, cerámica"
"2452","Estatuario"
"7342","Estereotipista, imprenta"
"5141","Esteticista"
"9333","Estibador, manual"
"3115","Estimador, construcción mecánica"
"3112","Estimador, ingeniería civil"
"3112","Estimador, ingeniería civil/costos de construcción"
"3113","Estimador, ingeniería eléctrica"
"3114","Estimador, ingeniería electrónica"
"3116","Estimador, química industrial"
"7441","Estirador, cuero"
"7431","Estirador, fibras textiles"
"7441","Estirador, pieles"
"2114","Estratigrafista"
"8112","Estriador, minerales"
"2444","Etimologista"
"9322","Etiquetador, a mano"
"2442","Etnógrafo"
"2442","Etnólogo"
"3417","Evaluador"
"3432","Evaluador, seguros/primas"
"3480","Evangelizador"
"7136","Excavador, pozos de agua"
"7414","Exprimidor, zumos/frutas"
"7414","Expulsor, aceite"
"8275","Extractor, aceite de orujo"
"7321","Extrusor, arcilla"
"9162","Factótum"
"2453","Fagotista"
"2224","Farmacéutico"
"2224","Farmacéutico, comercio"
"2224","Farmacéutico, hospital"
"2212","Farmacólogo"
"7411","Fiambrero"
"7324","Filetero, decoración/cerámica y porcelana"
"7324","Filetero-dorador, porcelana"
"2444","Filólogo"
"2444","Filólogo, etimología"
"2444","Filólogo, fonética"
"2444","Filólogo, fonología"
"2444","Filólogo, grafología"
"2444","Filólogo, lexicografía"
"2444","Filólogo, lingüística"
"2444","Filólogo, morfología"
"2444","Filólogo, semántica"
"2443","Filósofo"
"2443","Filósofo, ciencias políticas"
"2421","Fiscal"
"2111","Físico"
"2111","Físico atómico"
"2111","Físico, acústica"
"2111","Físico, aerodinámica"
"2111","Físico, astrofísica"
"2111","Físico, astronomía"
"2111","Físico, balística"
"2111","Físico, electricidad y magnetismo"
"2111","Físico, electrónica"
"2111","Físico, estática"
"2111","Físico, física atómica"
"2111","Físico, física de los sólidos"
"2111","Físico, física molecular"
"2111","Físico, física nuclear"
"2111","Físico, física teórica"
"2111","Físico, hidrodinámica"
"2111","Físico, luz"
"2111","Físico, mecánica"
"2111","Físico, óptica"
"2111","Físico, reología"
"2111","Físico, sonido"
"2111","Físico, térmica"
"2111","Físico, termodinámica"
"2111","Físico, termofísica"
"2212","Fisiólogo"
"2212","Fisiólogo, animales"
"2212","Fisiólogo, endocrinología"
"2212","Fisiólogo, epidemiología"
"2212","Fisiólogo, neurología"
"2212","Fisiólogo, plantas"
"3226","Fisioterapeuta"
"2453","Flautista"
"6113","Floricultor"
"6113","Floricultor, rosas"
"6113","Floricultor, tulipanes"
"6141","Flotador, troncos"
"8162","Fogonero, buque"
"8162","Fogonero, caldera"
"8162","Fogonero, máquina de vapor"
"8162","Fogonero, máquina de vapor/locomotora"
"2451","Folletinista"
"7136","Fontanero"
"7136","Fontanero, aparatos químicos"
"7136","Fontanero, buques"
"7221","Forjador"
"7221","Forjador, aperos agrícolas"
"7221","Forjador, herramientas"
"7221","Forjador, martillo"
"7221","Forjador, martillo pilón"
"7221","Forjador, prensa"
"7341","Fotocompositor"
"7343","Fotograbador"
"7343","Fotograbador de directo, imprenta"
"7343","Fotograbador de línea, imprenta"
"3131","Fotógrafo"
"3131","Fotógrafo aéreo"
"3131","Fotógrafo científico"
"3131","Fotógrafo comercial"
"3131","Fotógrafo industrial"
"3131","Fotógrafo médico"
"3131","Fotógrafo publicitario"
"3131","Fotógrafo retratista"
"3131","Fotógrafo, arquitectura"
"7343","Fotógrafo, fotograbado/imprenta"
"3131","Fotógrafo, ilustración comercial"
"3131","Fotógrafo, microfotografía"
"3131","Fotógrafo, modas"
"7343","Fotógrafo, negativista/imprenta"
"3131","Fotógrafo, policía"
"3131","Fotógrafo, prensa"
"7343","Fotógrafo, reproducción en offset/imprenta"
"7343","Fotógrafo, xerografía/imprenta"
"2148","Fotogrametrista"
"7343","Fotoimpresor, planchas de impresión/fotograbado (imprenta)"
"7343","Fotolitograbador, imprenta"
"7343","Fotomecánico"
"7341","Fototipista"
"3480","Fraile"
"6112","Fruticultor"
"3474","Funámbulo"
"3449","Funcionario, administración pública"
"3439","Funcionario, consulado"
"3449","Funcionario, defensa civil"
"3443","Funcionario, derecho a prestaciones sociales"
"3444","Funcionario, expedición de licencias y permisos"
"3444","Funcionario, expedición de licencias/exportación"
"3444","Funcionario, expedición de licencias/importación"
"3444","Funcionario, expedición de pasaportes"
"3442","Funcionario, fisco"
"3444","Funcionario, inmigración"
"3475","Funcionario, organización deportiva"
"3443","Funcionario, pensiones"
"3444","Funcionario, permisos de construcción"
"3450","Funcionario, policía/investigaciones"
"3443","Funcionario, prestaciones de desempleo"
"3443","Funcionario, prestaciones sociales"
"3423","Funcionario, servicio del empleo"
"3423","Funcionario, servicio del empleo/jóvenes"
"7341","Fundidor, monotipia y tipos sueltos"
"7221","Fundidor, piezas de moldeo"
"8131","Fundidor-vidriero"
"7411","Fusquero"
"3475","Futbolista"
"6141","Gabarrero"
"2451","Gacetillero"
"8223","Galvanizador"
"8223","Galvanizador, oxidación anódica"
"6121","Ganadero"
"9211","Gañan"
"6141","Ganchero"
"7432","Ganchillero, a mano"
"5220","Gasolinero"
"2443","Genealogista"
"2211","Genetista"
"2211","Genetista, botánica"
"2211","Genetista, zoólogo"
"2114","Geodesta"
"2114","Geofísico"
"2114","Geofísico, geomagnetismo"
"2114","Geofísico, geomorfología"
"2114","Geofísico, glaciología"
"2114","Geofísico, hidrología"
"2114","Geofísico, métodos magnéticos"
"2114","Geofísico, oceanografía"
"2114","Geofísico, sismología"
"2114","Geofísico, vulcanología"
"2442","Geógrafo"
"2442","Geógrafo, geografía económica"
"2442","Geógrafo, geografía física"
"2442","Geógrafo, geografía política"
"2114","Geólogo"
"2114","Geólogo, estratigrafía"
"2114","Geólogo, micropaleontología"
"2114","Geólogo, minas"
"2114","Geólogo, oceanografía"
"2114","Geólogo, paleontología"
"2114","Geólogo, petróleo"
"2114","Geólogo, petrología"
"2114","Geomagneticista"
"5152","Geomántico"
"2114","Geomorfólogo"
"1210","Gerente general, empresa"
"1210","Gerente general, empresa/actividades culturales"
"1210","Gerente general, empresa/actividades deportivas"
"1210","Gerente general, empresa/actividades recreativas"
"1210","Gerente general, empresa/agencia de viajes"
"1210","Gerente general, empresa/agricultura"
"1210","Gerente general, empresa/almacenamiento"
"1210","Gerente general, empresa/caza"
"1210","Gerente general, empresa/comercio mayorista"
"1210","Gerente general, empresa/comercio minorista"
"1210","Gerente general, empresa/comunicaciones"
"1210","Gerente general, empresa/construcción y obras públicas"
"1210","Gerente general, empresa/cuidados personales"
"1210","Gerente general, empresa/enseñanza"
"1210","Gerente general, empresa/hostelería"
"1210","Gerente general, empresa/industrias manufactureras"
"1210","Gerente general, empresa/intermediación"
"1210","Gerente general, empresa/limpieza"
"1210","Gerente general, empresa/pesca"
"1210","Gerente general, empresa/restauración"
"1210","Gerente general, empresa/servicios a las empresas"
"1210","Gerente general, empresa/servicios de sanidad"
"1210","Gerente general, empresa/silvicultura"
"1210","Gerente general, empresa/trabajo social"
"1210","Gerente general, empresa/transporte"
"1210","Gerente general, organización"
"1210","Gerente general, organización/actividades culturales"
"1210","Gerente general, organización/actividades deportivas"
"1210","Gerente general, organización/actividades recreativas"
"1210","Gerente general, organización/administración pública"
"1210","Gerente general, organización/caza"
"1210","Gerente general, organización/comercio mayorista"
"1210","Gerente general, organización/comercio minorista"
"1210","Gerente general, organización/educación"
"1210","Gerente general, organización/enseñanza"
"1210","Gerente general, organización/hostelería"
"1210","Gerente general, organización/instituciones extraterritoriales"
"1210","Gerente general, organización/pesca"
"1210","Gerente general, organización/restaurantes"
"1210","Gerente general, organización/servicios de sanidad"
"1210","Gerente general, organización/silvicultura"
"1210","Gerente general, organización/trabajo social"
"1210","Gerente general, organización/transporte"
"1319","Gerente, actividades culturales"
"1319","Gerente, actividades deportivas"
"1319","Gerente, actividades recreativas"
"1319","Gerente, agencia de viajes"
"1311","Gerente, agricultura"
"1315","Gerente, albergue/jóvenes"
"1316","Gerente, almacenamiento"
"1315","Gerente, bar"
"1315","Gerente, café"
"1315","Gerente, campamento/vacaciones"
"1315","Gerente, cantina/empresa"
"1315","Gerente, casa de huéspedes"
"1311","Gerente, caza"
"1314","Gerente, comercio mayorista"
"1314","Gerente, comercio mayorista/exportación"
"1314","Gerente, comercio mayorista/importación"
"1314","Gerente, comercio minorista"
"1314","Gerente, comercio minorista/cadena de almacenes"
"1314","Gerente, comercio minorista/tiendas"
"1314","Gerente, comercio minorista/tiendas (autoservicio)"
"1314","Gerente, comercio minorista/tiendas (ventas con descuentos)"
"1314","Gerente, comercio minorista/tiendas (ventas por correo)"
"1316","Gerente, comunicaciones"
"1313","Gerente, construcción"
"1318","Gerente, cuidados personales"
"1319","Gerente, enseñanza"
"1319","Gerente, establecimiento de enseñanza"
"1311","Gerente, explotación forestal"
"1315","Gerente, fonda"
"1315","Gerente, hostelería"
"1315","Gerente, hotel"
"1312","Gerente, industria manufacturera"
"1318","Gerente, limpieza"
"1315","Gerente, mesón"
"1315","Gerente, motel"
"1315","Gerente, parque de caravanas"
"1315","Gerente, pensión"
"1311","Gerente, pesca"
"1315","Gerente, restauración"
"1315","Gerente, restaurante-bar"
"1315","Gerente, restaurante/autoservicio"
"1317","Gerente, servicios a las empresas"
"1317","Gerente, servicios de intermediación"
"1319","Gerente, servicios de sanidad"
"1311","Gerente, silvicultura"
"1315","Gerente, snack-bar"
"1315","Gerente, taberna"
"1314","Gerente, tienda"
"1319","Gerente, trabajo social"
"1316","Gerente, transporte"
"3422","Gestor, aduana"
"2221","Ginecólogo"
"2114","Glaciólogo"
"1110","Gobernador, Commonwealth"
"1110","Gobernador, Estado federado"
"5121","Gobernanta"
"7343","Grabador a buril, litografía/imprenta"
"7343","Grabador a mano, clisés de madera/caucho o linóleo (imprenta)"
"7343","Grabador a máquina, rodillos impresores/imprenta"
"7343","Grabador al ácido, planchas metálicas/imprenta"
"2452","Grabador artístico"
"7331","Grabador de hueso, marfil y plástico"
"8212","Grabador, a máquina/inscripciones en piedra"
"7343","Grabador, al aguafuerte/imprenta"
"7343","Grabador, cilindros metálicos de impresión/imprenta"
"7323","Grabador, cristal"
"7345","Grabador, encuadernación"
"7343","Grabador, estarcidores de metal/imprenta"
"7343","Grabador, fotograbado/imprenta"
"7113","Grabador, inscripciones/piedra"
"8211","Grabador, metal/aguafuerte"
"7343","Grabador, música/imprenta"
"7343","Grabador, pantógrafo/imprenta"
"7113","Grabador, piedra"
"7113","Grabador, piedra/estarcidores"
"7343","Grabador, piedras litográficas/imprenta"
"7343","Grabador, planchas metálicas/imprenta"
"7323","Grabador, vidrio"
"7323","Grabador, vidrio decorativo/pantógrafo"
"7323","Grabador, vidrio y cristal/cera"
"7323","Grabador, vidrio/aguafuerte"
"7323","Grabador, vidrio/chorro de arena"
"7323","Grabador, vidrio/motivos decorativos"
"7322","Grabador, vidrio/muela"
"2444","Grafólogo"
"7343","Graneador, piedras litográficas/imprenta"
"6122","Granjero, avicultor"
"8340","Grumete"
"8333","Guarda, caja guiada/minas"
"8333","Guarda, esclusa/canal o puerto"
"5112","Guarda, tren"
"5161","Guardabosque"
"5169","Guardaespaldas"
"8312","Guardafrenos, ferrocarril"
"8312","Guardafrenos, tren de mercancías"
"8312","Guardafrenos, tren de vagonetas/canteras"
"8312","Guardafrenos, tren de vagonetas/minas"
"8312","Guardagujas, ferrocarril"
"7433","Guardarropero, cine"
"7433","Guardarropero, teatro"
"5162","Guardia"
"5162","Guardia civil"
"9152","Guardián"
"5163","Guardián, cárcel"
"5169","Guardián, costa"
"5169","Guardián, coto de caza"
"9141","Guardián, edificio"
"9152","Guardián, estacionamiento"
"8340","Guardián, faro"
"9152","Guardián, feria"
"9152","Guardián, galería de arte"
"6129","Guardián, ganado"
"9152","Guardián, guardarropa"
"9152","Guardián, museo"
"6129","Guardián, pajarera"
"9152","Guardián, parque de atracciones"
"6129","Guardián, parque zoológico"
"9152","Guardián, parques y jardines públicos"
"5169","Guardián, piscinas"
"5169","Guardián, playa"
"5163","Guardián, prisión"
"5169","Guardián, reserva natural"
"5169","Guardián, reserva natural/aves"
"9152","Guardián, salón de descanso"
"9152","Guardián, vestuario"
"7442","Guarnicionero"
"5113","Guía, excursiones"
"5113","Guía, expedición de caza"
"5113","Guía, galería de arte"
"5113","Guía, museos"
"5113","Guía, turismo"
"5113","Guía, viajes/autobús"
"5113","Guía, viajes/establecimientos industriales"
"5113","Guía, viajes/galería de arte"
"5113","Guía, viajes/local"
"5113","Guía, viajes/montañismo"
"5113","Guía, viajes/museos"
"5113","Guía, viajes/parques naturales"
"5113","Guía, viajes/pesca"
"5113","Guía, viajes/reservas de caza"
"5113","Guía, viajes/safari"
"5113","Guía, viajes/teatro y monumentos"
"7345","Guillotinero, encuadernación"
"2451","Guionista"
"2453","Guitarrista"
"6141","Hachero"
"7413","Heladero"
"7441","Hendedor, cueros"
"7113","Hendedor, piedras"
"3471","Heraldista"
"3241","Herbolario"
"3231","Hermana, enfermera/nivel medio"
"7221","Herrador"
"7222","Herramentista"
"7222","Herramentista, precisión"
"7222","Herramentista, prensa"
"7221","Herrero"
"2211","Hidrobiólogo"
"2114","Hidrólogo"
"3226","Hidroterapeuta"
"3222","Higienista"
"3225","Higienista, bucodental"
"3225","Higienista, profilaxia"
"7432","Hilandero, hilo e hilaza"
"3474","Hipnotizador"
"2211","Histólogo"
"2211","Histólogo, animales"
"2211","Histólogo, plantas"
"2212","Histopatólogo"
"2443","Historiador"
"2443","Historiador, ciencias sociales"
"2443","Historiador, historia económica"
"2443","Historiador, historia política"
"7213","Hojalatero"
"7412","Hojaldrista"
"2451","Hombre de letras"
"7216","Hombre rana, salvamento"
"7442","Hormero, armador de calzado"
"7412","Hornero, confitería"
"7412","Hornero, elaboración/galletas"
"7412","Hornero, pan"
"7412","Hornero, pasta/pastelería"
"6113","Hortelano"
"6113","Horticultor"
"6113","Horticultor, viveros"
"7343","Huecograbador, imprenta"
"7416","Humectador, tabaco"
"2211","Ictiólogo"
"7441","Igualador, pelo y pieles"
"7441","Igualador, pieles"
"7324","Iluminador, loza y porcelana"
"3474","Ilusionista"
"2452","Imaginero"
"2460","Imán"
"3474","Imitador"
"2455","Imitador, cabaret"
"3474","Imitador, ruidos de animales"
"7341","Imponedor"
"7421","Impregnador, madera"
"7341","Impresor"
"7341","Impresor de pruebas"
"7346","Impresor, a la plancha"
"7346","Impresor, sericigrafía"
"7346","Impresor, textiles"
"2213","Ingeniero agrónomo"
"2149","Ingeniero asesor, organización industrial"
"2142","Ingeniero civil"
"2142","Ingeniero civil, construcción"
"2142","Ingeniero civil, construcción y obras públicas"
"2142","Ingeniero civil, construcción/aeródromos"
"2142","Ingeniero civil, construcción/aeropuertos"
"2142","Ingeniero civil, construcción/calles"
"2142","Ingeniero civil, construcción/carreteras y autopistas"
"2142","Ingeniero civil, construcción/chimeneas"
"2142","Ingeniero civil, construcción/edificios"
"2142","Ingeniero civil, construcción/estructuras de edificios"
"2142","Ingeniero civil, construcción/estructuras metálicas"
"2142","Ingeniero civil, construcción/ferrocarriles"
"2142","Ingeniero civil, construcción/instalaciones portuarias"
"2142","Ingeniero civil, construcción/muelles y puertos"
"2142","Ingeniero civil, construcción/puentes"
"2142","Ingeniero civil, construcción/torres"
"2142","Ingeniero civil, construcción/túneles"
"2142","Ingeniero civil, dragado"
"2142","Ingeniero civil, edificios"
"2142","Ingeniero civil, instalaciones de higiene y sanidad"
"2142","Ingeniero civil, irrigación"
"2142","Ingeniero civil, mecánica/suelos"
"2142","Ingeniero civil, salud pública"
"2142","Ingeniero civil, trabajos marítimos"
"2143","Ingeniero electricista"
"2143","Ingeniero electricista, alto voltaje"
"2143","Ingeniero electricista, equipo electromecánico"
"2143","Ingeniero electricista, equipo electromecánico de baja potencia"
"2143","Ingeniero electricista, iluminación"
"2143","Ingeniero electricista, líneas eléctricas"
"2143","Ingeniero electricista, producción de energía"
"2143","Ingeniero electricista, producción de energía eléctrica"
"2143","Ingeniero electricista, tracción eléctrica"
"2143","Ingeniero electricista, transporte de corriente eléctrica"
"2143","Ingeniero electricista, transporte y distribución de energía"
"2144","Ingeniero electronicista"
"2144","Ingeniero electronicista, construcción de computadoras"
"2144","Ingeniero electronicista, creación/material informático"
"2144","Ingeniero electronicista, información"
"2144","Ingeniero electronicista, instrumentos científicos"
"2144","Ingeniero electronicista, semiconductores"
"2213","Ingeniero forestal"
"2149","Ingeniero industrial"
"2149","Ingeniero industrial, eficiencia"
"2145","Ingeniero mecánico"
"2145","Ingeniero mecánico, aeronáutica"
"2145","Ingeniero mecánico, agricultura"
